finish_jobs,finish_time_1,min_eig_index,min_eig_value,status
0.0,0.0,20480,0.0,NOT OK
0.0,0.3448275862068966,20480,0.0,NOT OK
0.0,0.6896551724137931,20480,0.0,NOT OK
0.0,1.0344827586206897,20480,0.0,NOT OK
0.0,1.3793103448275863,20480,0.0,NOT OK
0.0,1.7241379310344829,20480,0.0,NOT OK
0.0,2.0689655172413794,20480,0.0,NOT OK
0.0,2.413793103448276,20480,0.0,NOT OK
0.0,2.7586206896551726,20480,0.0,NOT OK
0.0,3.1034482758620694,20480,0.0,NOT OK
0.0,3.4482758620689657,20480,0.0,NOT OK
0.0,3.793103448275862,20480,0.0,NOT OK
0.0,4.137931034482759,20480,0.0,NOT OK
0.0,4.482758620689656,20480,0.0,NOT OK
0.0,4.827586206896552,20480,0.0,NOT OK
0.0,5.172413793103448,20480,0.0,NOT OK
0.0,5.517241379310345,20480,0.0,NOT OK
0.0,5.862068965517242,20480,0.0,NOT OK
0.0,6.206896551724139,20480,0.0,NOT OK
0.0,6.551724137931035,20480,0.0,NOT OK
0.0,6.8965517241379315,20480,0.0,NOT OK
0.0,7.241379310344828,20480,0.0,NOT OK
0.0,7.586206896551724,20480,0.0,NOT OK
0.0,7.931034482758621,20480,0.0,NOT OK
0.0,8.275862068965518,20480,0.0,NOT OK
0.0,8.620689655172415,20480,0.0,NOT OK
0.0,8.965517241379311,20480,0.0,NOT OK
0.0,9.310344827586208,20480,0.0,NOT OK
0.0,9.655172413793103,20480,0.0,NOT OK
0.0,10.0,20480,0.0,NOT OK
0.3448275862068966,0.0,20480,0.0,NOT OK
0.3448275862068966,0.3448275862068966,20480,0.0,NOT OK
0.3448275862068966,0.6896551724137931,20480,0.0,NOT OK
0.3448275862068966,1.0344827586206897,20480,0.0,NOT OK
0.3448275862068966,1.3793103448275863,20480,0.0,NOT OK
0.3448275862068966,1.7241379310344829,20480,0.0,NOT OK
0.3448275862068966,2.0689655172413794,20480,0.0,NOT OK
0.3448275862068966,2.413793103448276,20480,0.0,NOT OK
0.3448275862068966,2.7586206896551726,20480,0.0,NOT OK
0.3448275862068966,3.1034482758620694,20480,0.0,NOT OK
0.3448275862068966,3.4482758620689657,20480,0.0,NOT OK
0.3448275862068966,3.793103448275862,20480,0.0,NOT OK
0.3448275862068966,4.137931034482759,20480,0.0,NOT OK
0.3448275862068966,4.482758620689656,20480,0.0,NOT OK
0.3448275862068966,4.827586206896552,20480,0.0,NOT OK
0.3448275862068966,5.172413793103448,20480,0.0,NOT OK
0.3448275862068966,5.517241379310345,20480,0.0,NOT OK
0.3448275862068966,5.862068965517242,20480,0.0,NOT OK
0.3448275862068966,6.206896551724139,20480,0.0,NOT OK
0.3448275862068966,6.551724137931035,20480,0.0,NOT OK
0.3448275862068966,6.8965517241379315,20480,0.0,NOT OK
0.3448275862068966,7.241379310344828,20480,0.0,NOT OK
0.3448275862068966,7.586206896551724,20480,0.0,NOT OK
0.3448275862068966,7.931034482758621,20480,0.0,NOT OK
0.3448275862068966,8.275862068965518,20480,0.0,NOT OK
0.3448275862068966,8.620689655172415,20480,0.0,NOT OK
0.3448275862068966,8.965517241379311,20480,0.0,NOT OK
0.3448275862068966,9.310344827586208,20480,0.0,NOT OK
0.3448275862068966,9.655172413793103,20480,0.0,NOT OK
0.3448275862068966,10.0,20480,0.0,NOT OK
0.6896551724137931,0.0,20480,0.0,NOT OK
0.6896551724137931,0.3448275862068966,20480,0.0,NOT OK
