no_early_start_coeff,no_early_start_min_eig_index,no_early_start_min_eig_value,score_coeff,score_min_eig_index,score_min_eig_value,finish_time_2_coeff,finish_time_2_min_eig_index,finish_time_2_min_eig_value,finish_time_1_coeff,finish_time_1_min_eig_index,finish_time_1_min_eig_value,finish_all_jobs_coeff,finish_all_jobs_min_eig_index,finish_all_jobs_min_eig_value,no_overlap_coeff,no_overlap_min_eig_index,no_overlap_min_eig_value
11.476510067114093,33728,[-484.20954512],11.476510067114093,33728,[-373.62416107],11.476510067114093,33728,[-798.50484713],11.476510067114093,33728,[-693.73974646],11.476510067114093,33728,[-394.20954512],11.476510067114093,33728,[-408.97464579]
11.577181208053691,33728,[-485.21625652],11.577181208053691,33728,[-373.56823266],11.577181208053691,33728,[-802.53169277],11.577181208053691,33728,[-696.75988069],11.577181208053691,33728,[-395.21625652],11.577181208053691,33728,[-410.98806861]
11.677852348993287,33728,[-486.22296793],11.677852348993287,33728,[-373.51230425],11.677852348993287,35888,[-806.5585384],11.677852348993287,33728,[-699.78001491],11.677852348993287,33728,[-396.22296793],11.677852348993287,33728,[-413.00149142]
11.778523489932885,33728,[-487.22967934],11.778523489932885,33728,[-373.45637584],11.778523489932885,33728,[-810.58538404],11.778523489932885,33728,[-702.80014914],11.778523489932885,33728,[-397.22967934],11.778523489932885,33728,[-415.01491424]
11.879194630872483,33728,[-488.23639075],11.879194630872483,33728,[-373.40044743],11.879194630872483,33728,[-814.61222968],11.879194630872483,33728,[-705.82028337],11.879194630872483,33728,[-398.23639075],11.879194630872483,33728,[-417.02833706]
11.97986577181208,33728,[-489.24310216],11.97986577181208,33728,[-373.34451902],11.97986577181208,33728,[-818.63907532],11.97986577181208,33728,[-708.8404176],11.97986577181208,33728,[-399.24310216],11.97986577181208,33728,[-419.04175988]
12.080536912751677,33728,[-490.24981357],12.080536912751677,35888,[-373.2885906],12.080536912751677,33728,[-822.66592095],12.080536912751677,33728,[-711.86055183],12.080536912751677,33728,[-400.24981357],12.080536912751677,33728,[-421.0551827]
12.181208053691275,33728,[-491.25652498],12.181208053691275,33728,[-373.23266219],12.181208053691275,33728,[-826.69276659],12.181208053691275,33728,[-714.88068606],12.181208053691275,33728,[-401.25652498],12.181208053691275,33728,[-423.06860552]
12.281879194630871,33728,[-492.26323639],12.281879194630871,33728,[-373.17673378],12.281879194630871,33728,[-830.71961223],12.281879194630871,33728,[-717.90082028],12.281879194630871,33728,[-402.26323639],12.281879194630871,33728,[-425.08202834]
12.38255033557047,33728,[-493.2699478],12.38255033557047,33728,[-373.12080537],12.38255033557047,33728,[-834.74645787],12.38255033557047,33728,[-720.92095451],12.38255033557047,33728,[-403.2699478],12.38255033557047,33728,[-427.09545116]
12.483221476510066,33728,[-494.27665921],12.483221476510066,33728,[-373.06487696],12.483221476510066,33728,[-838.7733035],12.483221476510066,33728,[-723.94108874],12.483221476510066,33728,[-404.27665921],12.483221476510066,33728,[-429.10887397]
12.583892617449663,33728,[-495.28337062],12.583892617449663,33728,[-373.00894855],12.583892617449663,33728,[-842.80014914],12.583892617449663,33728,[-726.96122297],12.583892617449663,33728,[-405.28337062],12.583892617449663,33728,[-431.12229679]
12.684563758389261,33728,[-496.29008203],12.684563758389261,33728,[-372.95302013],12.684563758389261,33728,[-846.82699478],12.684563758389261,33728,[-729.9813572],12.684563758389261,33728,[-406.29008203],12.684563758389261,33728,[-433.13571961]
12.785234899328858,33728,[-497.29679344],12.785234899328858,33728,[-372.89709172],12.785234899328858,33728,[-850.85384042],12.785234899328858,33728,[-733.00149142],12.785234899328858,33728,[-407.29679344],12.785234899328858,33728,[-435.14914243]
12.885906040268456,33728,[-498.30350485],12.885906040268456,33728,[-372.84116331],12.885906040268456,33728,[-854.88068606],12.885906040268456,33728,[-736.02162565],12.885906040268456,33728,[-408.30350485],12.885906040268456,33728,[-437.16256525]
12.986577181208053,33728,[-499.31021626],12.986577181208053,33728,[-372.7852349],12.986577181208053,33728,[-858.90753169],12.986577181208053,33728,[-739.04175988],12.986577181208053,33728,[-409.31021626],12.986577181208053,33728,[-439.17598807]
13.08724832214765,33728,[-500.31692767],13.08724832214765,33728,[-372.72930649],13.08724832214765,35888,[-862.93437733],13.08724832214765,33728,[-742.06189411],13.08724832214765,33728,[-410.31692767],13.08724832214765,33728,[-441.18941089]
13.187919463087248,33728,[-501.32363908],13.187919463087248,33728,[-372.67337808],13.187919463087248,33728,[-866.96122297],13.187919463087248,33728,[-745.08202834],13.187919463087248,33728,[-411.32363908],13.187919463087248,33728,[-443.20283371]
13.288590604026846,33728,[-502.33035048],13.288590604026846,33728,[-372.61744966],13.288590604026846,33728,[-870.98806861],13.288590604026846,33728,[-748.10216257],13.288590604026846,33728,[-412.33035048],13.288590604026846,33728,[-445.21625652]
13.389261744966442,33728,[-503.33706189],13.389261744966442,33728,[-372.56152125],13.389261744966442,33728,[-875.01491424],13.389261744966442,33728,[-751.12229679],13.389261744966442,33728,[-413.33706189],13.389261744966442,33728,[-447.22967934]
13.48993288590604,33728,[-504.3437733],13.48993288590604,33728,[-372.50559284],13.48993288590604,33728,[-879.04175988],13.48993288590604,33728,[-754.14243102],13.48993288590604,33728,[-414.3437733],13.48993288590604,33728,[-449.24310216]
13.590604026845636,33728,[-505.35048471],13.590604026845636,33728,[-372.44966443],13.590604026845636,33728,[-883.06860552],13.590604026845636,33728,[-757.16256525],13.590604026845636,33728,[-415.35048471],13.590604026845636,33728,[-451.25652498]
13.691275167785234,33728,[-506.35719612],13.691275167785234,33728,[-372.39373602],13.691275167785234,33728,[-887.09545116],13.691275167785234,33728,[-760.18269948],13.691275167785234,33728,[-416.35719612],13.691275167785234,33728,[-453.2699478]
13.791946308724832,33728,[-507.36390753],13.791946308724832,33728,[-372.33780761],13.791946308724832,33728,[-891.12229679],13.791946308724832,35888,[-763.20283371],13.791946308724832,33728,[-417.36390753],13.791946308724832,33728,[-455.28337062]
13.892617449664428,33728,[-508.37061894],13.892617449664428,33728,[-372.28187919],13.892617449664428,33728,[-895.14914243],13.892617449664428,33728,[-766.22296793],13.892617449664428,33728,[-418.37061894],13.892617449664428,33728,[-457.29679344]
13.993288590604026,33728,[-509.37733035],13.993288590604026,33728,[-372.22595078],13.993288590604026,33728,[-899.17598807],13.993288590604026,33728,[-769.24310216],13.993288590604026,33728,[-419.37733035],13.993288590604026,33728,[-459.31021626]
14.093959731543624,33728,[-510.38404176],14.093959731543624,33728,[-372.17002237],14.093959731543624,33728,[-903.20283371],14.093959731543624,33728,[-772.26323639],14.093959731543624,33728,[-420.38404176],14.093959731543624,33728,[-461.32363908]
14.19463087248322,33728,[-511.39075317],14.19463087248322,33728,[-372.11409396],14.19463087248322,35888,[-907.22967934],14.19463087248322,33728,[-775.28337062],14.19463087248322,33728,[-421.39075317],14.19463087248322,33728,[-463.33706189]
14.295302013422818,33728,[-512.39746458],14.295302013422818,33728,[-372.05816555],14.295302013422818,33728,[-911.25652498],14.295302013422818,33728,[-778.30350485],14.295302013422818,33728,[-422.39746458],14.295302013422818,33728,[-465.35048471]
14.395973154362416,33728,[-513.40417599],14.395973154362416,33728,[-372.00223714],14.395973154362416,33728,[-915.28337062],14.395973154362416,33728,[-781.32363908],14.395973154362416,33728,[-423.40417599],14.395973154362416,33728,[-467.36390753]
14.496644295302012,33728,[-514.4108874],14.496644295302012,33728,[-371.94630872],14.496644295302012,33728,[-919.31021626],14.496644295302012,33728,[-784.3437733],14.496644295302012,33728,[-424.4108874],14.496644295302012,33728,[-469.37733035]
14.59731543624161,33728,[-515.41759881],14.59731543624161,33728,[-371.89038031],14.59731543624161,33728,[-923.33706189],14.59731543624161,33728,[-787.36390753],14.59731543624161,33728,[-425.41759881],14.59731543624161,33728,[-471.39075317]
14.697986577181208,33728,[-516.42431022],14.697986577181208,33728,[-371.8344519],14.697986577181208,33728,[-927.36390753],14.697986577181208,33728,[-790.38404176],14.697986577181208,33728,[-426.42431022],14.697986577181208,33728,[-473.40417599]
14.798657718120804,33728,[-517.43102163],14.798657718120804,33728,[-371.77852349],14.798657718120804,33728,[-931.39075317],14.798657718120804,33728,[-793.40417599],14.798657718120804,33728,[-427.43102163],14.798657718120804,33728,[-475.41759881]
14.899328859060402,33728,[-518.43773304],14.899328859060402,33728,[-371.72259508],14.899328859060402,33728,[-935.41759881],14.899328859060402,35888,[-796.42431022],14.899328859060402,33728,[-428.43773304],14.899328859060402,33728,[-477.43102163]
15.0,33728,[-519.44444444],15.0,33728,[-371.66666667],15.0,33728,[-939.44444444],15.0,33728,[-799.44444444],15.0,33728,[-429.44444444],15.0,33728,[-479.44444444]
