no_early_start_coeff,no_early_start_min_eig_index,no_early_start_min_eig_value,score_coeff,score_min_eig_index,score_min_eig_value,finish_time_2_coeff,finish_time_2_min_eig_index,finish_time_2_min_eig_value,finish_time_1_coeff,finish_time_1_min_eig_index,finish_time_1_min_eig_value,finish_all_jobs_coeff,finish_all_jobs_min_eig_index,finish_all_jobs_min_eig_value,no_overlap_coeff,no_overlap_min_eig_index,no_overlap_min_eig_value
2.5167785234899327,33728,[-394.61222968],2.5167785234899327,33728,[-378.60178971],2.5167785234899327,33728,[-440.11558538],2.5167785234899327,33728,[-424.94780015],2.5167785234899327,33728,[-304.61222968],2.5167785234899327,33728,[-229.78001491]
2.61744966442953,33728,[-395.61894109],2.61744966442953,33728,[-378.5458613],2.61744966442953,33728,[-444.14243102],2.61744966442953,33728,[-427.96793438],2.61744966442953,33728,[-305.61894109],2.61744966442953,33728,[-231.79343773]
2.7181208053691273,33728,[-396.6256525],2.7181208053691273,33728,[-378.48993289],2.7181208053691273,35888,[-448.16927666],2.7181208053691273,33728,[-430.98806861],2.7181208053691273,33728,[-306.6256525],2.7181208053691273,33728,[-233.80686055]
2.8187919463087248,33728,[-397.63236391],2.8187919463087248,33728,[-378.43400447],2.8187919463087248,33728,[-452.1961223],2.8187919463087248,33728,[-434.00820283],2.8187919463087248,33728,[-307.63236391],2.8187919463087248,33728,[-235.82028337]
2.919463087248322,33728,[-398.63907532],2.919463087248322,33728,[-378.37807606],2.919463087248322,33728,[-456.22296793],2.919463087248322,33728,[-437.02833706],2.919463087248322,33728,[-308.63907532],2.919463087248322,33728,[-237.83370619]
3.0201342281879193,33728,[-399.64578673],3.0201342281879193,33728,[-378.32214765],3.0201342281879193,33728,[-460.24981357],3.0201342281879193,33728,[-440.04847129],3.0201342281879193,33728,[-309.64578673],3.0201342281879193,33728,[-239.84712901]
3.1208053691275164,33728,[-400.65249814],3.1208053691275164,33728,[-378.26621924],3.1208053691275164,33728,[-464.27665921],3.1208053691275164,33728,[-443.06860552],3.1208053691275164,33728,[-310.65249814],3.1208053691275164,33728,[-241.86055183]
3.221476510067114,33728,[-401.65920955],3.221476510067114,33728,[-378.21029083],3.221476510067114,33728,[-468.30350485],3.221476510067114,33728,[-446.08873975],3.221476510067114,33728,[-311.65920955],3.221476510067114,33728,[-243.87397465]
3.3221476510067114,33728,[-402.66592095],3.3221476510067114,33728,[-378.15436242],3.3221476510067114,33728,[-472.33035048],3.3221476510067114,33728,[-449.10887397],3.3221476510067114,33728,[-312.66592095],3.3221476510067114,33728,[-245.88739746]
3.4228187919463084,33728,[-403.67263236],3.4228187919463084,33728,[-378.098434],3.4228187919463084,33728,[-476.35719612],3.4228187919463084,33728,[-452.1290082],3.4228187919463084,33728,[-313.67263236],3.4228187919463084,33728,[-247.90082028]
3.523489932885906,33728,[-404.67934377],3.523489932885906,33728,[-378.04250559],3.523489932885906,33728,[-480.38404176],3.523489932885906,33728,[-455.14914243],3.523489932885906,33728,[-314.67934377],3.523489932885906,33728,[-249.9142431]
3.624161073825503,33728,[-405.68605518],3.624161073825503,33728,[-377.98657718],3.624161073825503,33728,[-484.4108874],3.624161073825503,33728,[-458.16927666],3.624161073825503,33728,[-315.68605518],3.624161073825503,33728,[-251.92766592]
3.7248322147651005,33728,[-406.69276659],3.7248322147651005,33728,[-377.93064877],3.7248322147651005,33728,[-488.43773304],3.7248322147651005,33728,[-461.18941089],3.7248322147651005,33728,[-316.69276659],3.7248322147651005,33728,[-253.94108874]
3.8255033557046976,33728,[-407.699478],3.8255033557046976,33728,[-377.87472036],3.8255033557046976,33728,[-492.46457867],3.8255033557046976,33728,[-464.20954512],3.8255033557046976,33728,[-317.699478],3.8255033557046976,33728,[-255.95451156]
3.926174496644295,33728,[-408.70618941],3.926174496644295,33728,[-377.81879195],3.926174496644295,33728,[-496.49142431],3.926174496644295,33728,[-467.22967934],3.926174496644295,33728,[-318.70618941],3.926174496644295,33728,[-257.96793438]
4.026845637583892,33728,[-409.71290082],4.026845637583892,33728,[-377.76286353],4.026845637583892,33728,[-500.51826995],4.026845637583892,33728,[-470.24981357],4.026845637583892,33728,[-319.71290082],4.026845637583892,33728,[-259.9813572]
4.12751677852349,33728,[-410.71961223],4.12751677852349,33728,[-377.70693512],4.12751677852349,35888,[-504.54511559],4.12751677852349,33728,[-473.2699478],4.12751677852349,33728,[-320.71961223],4.12751677852349,33728,[-261.99478001]
4.228187919463087,33728,[-411.72632364],4.228187919463087,33728,[-377.65100671],4.228187919463087,33728,[-508.57196122],4.228187919463087,33728,[-476.29008203],4.228187919463087,33728,[-321.72632364],4.228187919463087,33728,[-264.00820283]
4.328859060402684,33728,[-412.73303505],4.328859060402684,33728,[-377.5950783],4.328859060402684,33728,[-512.59880686],4.328859060402684,33728,[-479.31021626],4.328859060402684,33728,[-322.73303505],4.328859060402684,33728,[-266.02162565]
4.429530201342281,33728,[-413.73974646],4.429530201342281,33728,[-377.53914989],4.429530201342281,33728,[-516.6256525],4.429530201342281,33728,[-482.33035048],4.429530201342281,33728,[-323.73974646],4.429530201342281,33728,[-268.03504847]
4.530201342281879,33728,[-414.74645787],4.530201342281879,33728,[-377.48322148],4.530201342281879,33728,[-520.65249814],4.530201342281879,33728,[-485.35048471],4.530201342281879,33728,[-324.74645787],4.530201342281879,33728,[-270.04847129]
4.630872483221476,33728,[-415.75316928],4.630872483221476,33728,[-377.42729306],4.630872483221476,35888,[-524.67934377],4.630872483221476,33728,[-488.37061894],4.630872483221476,33728,[-325.75316928],4.630872483221476,33728,[-272.06189411]
4.731543624161073,33728,[-416.75988069],4.731543624161073,33728,[-377.37136465],4.731543624161073,33728,[-528.70618941],4.731543624161073,33728,[-491.39075317],4.731543624161073,33728,[-326.75988069],4.731543624161073,33728,[-274.07531693]
4.832214765100671,33728,[-417.7665921],4.832214765100671,33728,[-377.31543624],4.832214765100671,33728,[-532.73303505],4.832214765100671,33728,[-494.4108874],4.832214765100671,33728,[-327.7665921],4.832214765100671,33728,[-276.08873975]
4.932885906040268,33728,[-418.7733035],4.932885906040268,33728,[-377.25950783],4.932885906040268,33728,[-536.75988069],4.932885906040268,33728,[-497.43102163],4.932885906040268,33728,[-328.7733035],4.932885906040268,33728,[-278.10216257]
5.033557046979865,33728,[-419.78001491],5.033557046979865,33728,[-377.20357942],5.033557046979865,33728,[-540.78672632],5.033557046979865,33728,[-500.45115585],5.033557046979865,33728,[-329.78001491],5.033557046979865,33728,[-280.11558538]
5.1342281879194624,33728,[-420.78672632],5.1342281879194624,33728,[-377.14765101],5.1342281879194624,33728,[-544.81357196],5.1342281879194624,33728,[-503.47129008],5.1342281879194624,33728,[-330.78672632],5.1342281879194624,33728,[-282.1290082]
5.23489932885906,33728,[-421.79343773],5.23489932885906,33728,[-377.0917226],5.23489932885906,33728,[-548.8404176],5.23489932885906,33728,[-506.49142431],5.23489932885906,33728,[-331.79343773],5.23489932885906,33728,[-284.14243102]
5.3355704697986575,33728,[-422.80014914],5.3355704697986575,33728,[-377.03579418],5.3355704697986575,33728,[-552.86726324],5.3355704697986575,33728,[-509.51155854],5.3355704697986575,33728,[-332.80014914],5.3355704697986575,33728,[-286.15585384]
5.4362416107382545,33728,[-423.80686055],5.4362416107382545,33728,[-376.97986577],5.4362416107382545,33728,[-556.89410887],5.4362416107382545,33728,[-512.53169277],5.4362416107382545,33728,[-333.80686055],5.4362416107382545,33728,[-288.16927666]
5.536912751677852,33728,[-424.81357196],5.536912751677852,33728,[-376.92393736],5.536912751677852,33728,[-560.92095451],5.536912751677852,33728,[-515.55182699],5.536912751677852,33728,[-334.81357196],5.536912751677852,33728,[-290.18269948]
5.6375838926174495,33728,[-425.82028337],5.6375838926174495,33728,[-376.86800895],5.6375838926174495,35888,[-564.94780015],5.6375838926174495,33728,[-518.57196122],5.6375838926174495,33728,[-335.82028337],5.6375838926174495,33728,[-292.1961223]
5.738255033557047,33728,[-426.82699478],5.738255033557047,33728,[-376.81208054],5.738255033557047,33728,[-568.97464579],5.738255033557047,33728,[-521.59209545],5.738255033557047,33728,[-336.82699478],5.738255033557047,33728,[-294.20954512]
5.838926174496644,33728,[-427.83370619],5.838926174496644,33728,[-376.75615213],5.838926174496644,33728,[-573.00149142],5.838926174496644,33728,[-524.61222968],5.838926174496644,33728,[-337.83370619],5.838926174496644,33728,[-296.22296793]
5.939597315436242,33728,[-428.8404176],5.939597315436242,33728,[-376.70022371],5.939597315436242,35888,[-577.02833706],5.939597315436242,33728,[-527.63236391],5.939597315436242,33728,[-338.8404176],5.939597315436242,33728,[-298.23639075]
6.040268456375839,33728,[-429.84712901],6.040268456375839,33728,[-376.6442953],6.040268456375839,33728,[-581.0551827],6.040268456375839,33728,[-530.65249814],6.040268456375839,33728,[-339.84712901],6.040268456375839,33728,[-300.24981357]
6.140939597315436,33728,[-430.85384042],6.140939597315436,33728,[-376.58836689],6.140939597315436,33728,[-585.08202834],6.140939597315436,33728,[-533.67263236],6.140939597315436,33728,[-340.85384042],6.140939597315436,33728,[-302.26323639]
6.241610738255033,33728,[-431.86055183],6.241610738255033,33728,[-376.53243848],6.241610738255033,33728,[-589.10887397],6.241610738255033,33728,[-536.69276659],6.241610738255033,33728,[-341.86055183],6.241610738255033,33728,[-304.27665921]
6.342281879194631,33728,[-432.86726324],6.342281879194631,33728,[-376.47651007],6.342281879194631,33728,[-593.13571961],6.342281879194631,35888,[-539.71290082],6.342281879194631,33728,[-342.86726324],6.342281879194631,33728,[-306.29008203]
6.442953020134228,33728,[-433.87397465],6.442953020134228,33728,[-376.42058166],6.442953020134228,33728,[-597.16256525],6.442953020134228,35888,[-542.73303505],6.442953020134228,33728,[-343.87397465],6.442953020134228,33728,[-308.30350485]
6.543624161073825,33728,[-434.88068606],6.543624161073825,33728,[-376.36465324],6.543624161073825,33728,[-601.18941089],6.543624161073825,33728,[-545.75316928],6.543624161073825,33728,[-344.88068606],6.543624161073825,33728,[-310.31692767]
6.644295302013423,33728,[-435.88739746],6.644295302013423,33728,[-376.30872483],6.644295302013423,33728,[-605.21625652],6.644295302013423,33728,[-548.7733035],6.644295302013423,33728,[-345.88739746],6.644295302013423,33728,[-312.33035048]
6.74496644295302,33728,[-436.89410887],6.74496644295302,33728,[-376.25279642],6.74496644295302,33728,[-609.24310216],6.74496644295302,33728,[-551.79343773],6.74496644295302,33728,[-346.89410887],6.74496644295302,33728,[-314.3437733]
6.845637583892617,33728,[-437.90082028],6.845637583892617,33728,[-376.19686801],6.845637583892617,33728,[-613.2699478],6.845637583892617,33728,[-554.81357196],6.845637583892617,33728,[-347.90082028],6.845637583892617,33728,[-316.35719612]
6.946308724832214,33728,[-438.90753169],6.946308724832214,33728,[-376.1409396],6.946308724832214,33728,[-617.29679344],6.946308724832214,33728,[-557.83370619],6.946308724832214,33728,[-348.90753169],6.946308724832214,33728,[-318.37061894]
7.046979865771812,33728,[-439.9142431],7.046979865771812,33728,[-376.08501119],7.046979865771812,33728,[-621.32363908],7.046979865771812,33728,[-560.85384042],7.046979865771812,33728,[-349.9142431],7.046979865771812,33728,[-320.38404176]
7.147651006711409,33728,[-440.92095451],7.147651006711409,33728,[-376.02908277],7.147651006711409,33728,[-625.35048471],7.147651006711409,33728,[-563.87397465],7.147651006711409,33728,[-350.92095451],7.147651006711409,33728,[-322.39746458]
7.248322147651006,33728,[-441.92766592],7.248322147651006,33728,[-375.97315436],7.248322147651006,33728,[-629.37733035],7.248322147651006,33728,[-566.89410887],7.248322147651006,33728,[-351.92766592],7.248322147651006,33728,[-324.4108874]
7.348993288590604,33728,[-442.93437733],7.348993288590604,33728,[-375.91722595],7.348993288590604,33728,[-633.40417599],7.348993288590604,33728,[-569.9142431],7.348993288590604,33728,[-352.93437733],7.348993288590604,33728,[-326.42431022]
7.449664429530201,33728,[-443.94108874],7.449664429530201,33728,[-375.86129754],7.449664429530201,33728,[-637.43102163],7.449664429530201,33728,[-572.93437733],7.449664429530201,33728,[-353.94108874],7.449664429530201,33728,[-328.43773304]
7.550335570469798,33728,[-444.94780015],7.550335570469798,33728,[-375.80536913],7.550335570469798,33728,[-641.45786726],7.550335570469798,33728,[-575.95451156],7.550335570469798,33728,[-354.94780015],7.550335570469798,33728,[-330.45115585]
7.651006711409395,33728,[-445.95451156],7.651006711409395,33728,[-375.74944072],7.651006711409395,33728,[-645.4847129],7.651006711409395,33728,[-578.97464579],7.651006711409395,33728,[-355.95451156],7.651006711409395,33728,[-332.46457867]
7.751677852348993,33728,[-446.96122297],7.751677852348993,33728,[-375.6935123],7.751677852348993,33728,[-649.51155854],7.751677852348993,33728,[-581.99478001],7.751677852348993,33728,[-356.96122297],7.751677852348993,33728,[-334.47800149]
7.85234899328859,33728,[-447.96793438],7.85234899328859,33728,[-375.63758389],7.85234899328859,33728,[-653.53840418],7.85234899328859,33728,[-585.01491424],7.85234899328859,33728,[-357.96793438],7.85234899328859,33728,[-336.49142431]
7.953020134228187,33728,[-448.97464579],7.953020134228187,33728,[-375.58165548],7.953020134228187,33728,[-657.56524981],7.953020134228187,33728,[-588.03504847],7.953020134228187,33728,[-358.97464579],7.953020134228187,33728,[-338.50484713]
8.053691275167784,33728,[-449.9813572],8.053691275167784,33728,[-375.52572707],8.053691275167784,33728,[-661.59209545],8.053691275167784,33728,[-591.0551827],8.053691275167784,33728,[-359.9813572],8.053691275167784,33728,[-340.51826995]
8.154362416107382,33728,[-450.98806861],8.154362416107382,33728,[-375.46979866],8.154362416107382,33728,[-665.61894109],8.154362416107382,33728,[-594.07531693],8.154362416107382,33728,[-360.98806861],8.154362416107382,33728,[-342.53169277]
8.25503355704698,33728,[-451.99478001],8.25503355704698,33728,[-375.41387025],8.25503355704698,33728,[-669.64578673],8.25503355704698,33728,[-597.09545116],8.25503355704698,33728,[-361.99478001],8.25503355704698,33728,[-344.54511559]
8.355704697986576,33728,[-453.00149142],8.355704697986576,33728,[-375.35794183],8.355704697986576,33728,[-673.67263236],8.355704697986576,33728,[-600.11558538],8.355704697986576,33728,[-363.00149142],8.355704697986576,33728,[-346.5585384]
8.456375838926174,33728,[-454.00820283],8.456375838926174,33728,[-375.30201342],8.456375838926174,33728,[-677.699478],8.456375838926174,33728,[-603.13571961],8.456375838926174,33728,[-364.00820283],8.456375838926174,33728,[-348.57196122]
8.55704697986577,33728,[-455.01491424],8.55704697986577,33728,[-375.24608501],8.55704697986577,33728,[-681.72632364],8.55704697986577,33728,[-606.15585384],8.55704697986577,33728,[-365.01491424],8.55704697986577,33728,[-350.58538404]
8.657718120805368,33728,[-456.02162565],8.657718120805368,33728,[-375.1901566],8.657718120805368,33728,[-685.75316928],8.657718120805368,33728,[-609.17598807],8.657718120805368,33728,[-366.02162565],8.657718120805368,33728,[-352.59880686]
8.758389261744966,33728,[-457.02833706],8.758389261744966,33728,[-375.13422819],8.758389261744966,33728,[-689.78001491],8.758389261744966,33728,[-612.1961223],8.758389261744966,33728,[-367.02833706],8.758389261744966,33728,[-354.61222968]
8.859060402684563,33728,[-458.03504847],8.859060402684563,33728,[-375.07829978],8.859060402684563,33728,[-693.80686055],8.859060402684563,33728,[-615.21625652],8.859060402684563,33728,[-368.03504847],8.859060402684563,33728,[-356.6256525]
8.95973154362416,33728,[-459.04175988],8.95973154362416,35888,[-375.02237136],8.95973154362416,33728,[-697.83370619],8.95973154362416,33728,[-618.23639075],8.95973154362416,33728,[-369.04175988],8.95973154362416,33728,[-358.63907532]
9.060402684563758,33728,[-460.04847129],9.060402684563758,33728,[-374.96644295],9.060402684563758,33728,[-701.86055183],9.060402684563758,33728,[-621.25652498],9.060402684563758,33728,[-370.04847129],9.060402684563758,33728,[-360.65249814]
9.161073825503355,33728,[-461.0551827],9.161073825503355,33728,[-374.91051454],9.161073825503355,33728,[-705.88739746],9.161073825503355,33728,[-624.27665921],9.161073825503355,33728,[-371.0551827],9.161073825503355,33728,[-362.66592095]
9.261744966442953,33728,[-462.06189411],9.261744966442953,33728,[-374.85458613],9.261744966442953,33728,[-709.9142431],9.261744966442953,35888,[-627.29679344],9.261744966442953,33728,[-372.06189411],9.261744966442953,33728,[-364.67934377]
9.36241610738255,33728,[-463.06860552],9.36241610738255,33728,[-374.79865772],9.36241610738255,33728,[-713.94108874],9.36241610738255,33728,[-630.31692767],9.36241610738255,33728,[-373.06860552],9.36241610738255,33728,[-366.69276659]
9.463087248322147,33728,[-464.07531693],9.463087248322147,33728,[-374.74272931],9.463087248322147,33728,[-717.96793438],9.463087248322147,35888,[-633.33706189],9.463087248322147,33728,[-374.07531693],9.463087248322147,33728,[-368.70618941]
9.563758389261745,33728,[-465.08202834],9.563758389261745,33728,[-374.68680089],9.563758389261745,33728,[-721.99478001],9.563758389261745,33728,[-636.35719612],9.563758389261745,33728,[-375.08202834],9.563758389261745,33728,[-370.71961223]
9.664429530201343,33728,[-466.08873975],9.664429530201343,33728,[-374.63087248],9.664429530201343,33728,[-726.02162565],9.664429530201343,33728,[-639.37733035],9.664429530201343,33728,[-376.08873975],9.664429530201343,33728,[-372.73303505]
9.765100671140939,33728,[-467.09545116],9.765100671140939,33728,[-374.57494407],9.765100671140939,33728,[-730.04847129],9.765100671140939,33728,[-642.39746458],9.765100671140939,33728,[-377.09545116],9.765100671140939,33728,[-374.74645787]
9.865771812080537,33728,[-468.10216257],9.865771812080537,33728,[-374.51901566],9.865771812080537,33728,[-734.07531693],9.865771812080537,33728,[-645.41759881],9.865771812080537,33728,[-378.10216257],9.865771812080537,33728,[-376.75988069]
9.966442953020133,33728,[-469.10887397],9.966442953020133,33728,[-374.46308725],9.966442953020133,33728,[-738.10216257],9.966442953020133,33728,[-648.43773304],9.966442953020133,33728,[-379.10887397],9.966442953020133,33728,[-378.7733035]
10.06711409395973,33728,[-470.11558538],10.06711409395973,33728,[-374.40715884],10.06711409395973,33728,[-742.1290082],10.06711409395973,33728,[-651.45786726],10.06711409395973,33728,[-380.11558538],10.06711409395973,33728,[-380.78672632]
10.167785234899329,33728,[-471.12229679],10.167785234899329,33728,[-374.35123043],10.167785234899329,33728,[-746.15585384],10.167785234899329,33728,[-654.47800149],10.167785234899329,33728,[-381.12229679],10.167785234899329,33728,[-382.80014914]
10.268456375838925,33728,[-472.1290082],10.268456375838925,33728,[-374.29530201],10.268456375838925,33728,[-750.18269948],10.268456375838925,33728,[-657.49813572],10.268456375838925,33728,[-382.1290082],10.268456375838925,33728,[-384.81357196]
10.369127516778523,33728,[-473.13571961],10.369127516778523,33728,[-374.2393736],10.369127516778523,33728,[-754.20954512],10.369127516778523,33728,[-660.51826995],10.369127516778523,33728,[-383.13571961],10.369127516778523,33728,[-386.82699478]
10.46979865771812,33728,[-474.14243102],10.46979865771812,33728,[-374.18344519],10.46979865771812,33728,[-758.23639075],10.46979865771812,33728,[-663.53840418],10.46979865771812,33728,[-384.14243102],10.46979865771812,33728,[-388.8404176]
10.570469798657717,33728,[-475.14914243],10.570469798657717,33728,[-374.12751678],10.570469798657717,35888,[-762.26323639],10.570469798657717,33728,[-666.5585384],10.570469798657717,33728,[-385.14914243],10.570469798657717,33728,[-390.85384042]
10.671140939597315,33728,[-476.15585384],10.671140939597315,33728,[-374.07158837],10.671140939597315,35888,[-766.29008203],10.671140939597315,33728,[-669.57867263],10.671140939597315,33728,[-386.15585384],10.671140939597315,33728,[-392.86726324]
10.771812080536913,33728,[-477.16256525],10.771812080536913,33728,[-374.01565996],10.771812080536913,33728,[-770.31692767],10.771812080536913,33728,[-672.59880686],10.771812080536913,33728,[-387.16256525],10.771812080536913,33728,[-394.88068606]
10.872483221476509,33728,[-478.16927666],10.872483221476509,33728,[-373.95973154],10.872483221476509,33728,[-774.3437733],10.872483221476509,33728,[-675.61894109],10.872483221476509,33728,[-388.16927666],10.872483221476509,33728,[-396.89410887]
10.973154362416107,33728,[-479.17598807],10.973154362416107,33728,[-373.90380313],10.973154362416107,33728,[-778.37061894],10.973154362416107,33728,[-678.63907532],10.973154362416107,33728,[-389.17598807],10.973154362416107,33728,[-398.90753169]
11.073825503355703,33728,[-480.18269948],11.073825503355703,33728,[-373.84787472],11.073825503355703,33728,[-782.39746458],11.073825503355703,33728,[-681.65920955],11.073825503355703,33728,[-390.18269948],11.073825503355703,33728,[-400.92095451]
11.174496644295301,33728,[-481.18941089],11.174496644295301,33728,[-373.79194631],11.174496644295301,33728,[-786.42431022],11.174496644295301,33728,[-684.67934377],11.174496644295301,33728,[-391.18941089],11.174496644295301,33728,[-402.93437733]
11.275167785234899,33728,[-482.1961223],11.275167785234899,33728,[-373.7360179],11.275167785234899,33728,[-790.45115585],11.275167785234899,33728,[-687.699478],11.275167785234899,33728,[-392.1961223],11.275167785234899,33728,[-404.94780015]
11.375838926174495,33728,[-483.20283371],11.375838926174495,33728,[-373.68008949],11.375838926174495,33728,[-794.47800149],11.375838926174495,33728,[-690.71961223],11.375838926174495,33728,[-393.20283371],11.375838926174495,33728,[-406.96122297]
