finish_jobs,finish_time_2,min_eig_index,min_eig_value,status
0.0,0.0,0,0.0,NOT OK
0.0,0.20408163265306123,20480,0.0,NOT OK
0.0,0.40816326530612246,20480,0.0,NOT OK
0.0,0.6122448979591837,20480,0.0,NOT OK
0.0,0.8163265306122449,20480,0.0,NOT OK
0.0,1.0204081632653061,20480,0.0,NOT OK
0.0,1.2244897959183674,20480,0.0,NOT OK
0.0,1.4285714285714286,20480,0.0,NOT OK
0.0,1.6326530612244898,20480,0.0,NOT OK
0.0,1.836734693877551,20480,0.0,NOT OK
0.0,2.0408163265306123,20480,0.0,NOT OK
0.0,2.2448979591836737,20480,0.0,NOT OK
0.0,2.4489795918367347,20480,0.0,NOT OK
0.0,2.6530612244897958,20480,0.0,NOT OK
0.0,2.857142857142857,20480,0.0,NOT OK
0.0,3.0612244897959187,20480,0.0,NOT OK
0.0,3.2653061224489797,20480,0.0,NOT OK
0.0,3.4693877551020407,20480,0.0,NOT OK
0.0,3.673469387755102,20480,0.0,NOT OK
0.0,3.8775510204081636,20480,0.0,NOT OK
0.0,4.081632653061225,20480,0.0,NOT OK
0.0,4.285714285714286,20480,0.0,NOT OK
0.0,4.4897959183673475,20480,0.0,NOT OK
0.0,4.6938775510204085,20480,0.0,NOT OK
0.0,4.8979591836734695,20480,0.0,NOT OK
0.0,5.1020408163265305,20480,0.0,NOT OK
0.0,5.3061224489795915,20480,0.0,NOT OK
0.0,5.510204081632653,20480,0.0,NOT OK
0.0,5.714285714285714,20480,0.0,NOT OK
0.0,5.918367346938775,20480,0.0,NOT OK
0.0,6.122448979591837,20480,0.0,NOT OK
0.0,6.326530612244898,20480,0.0,NOT OK
0.0,6.530612244897959,20480,0.0,NOT OK
0.0,6.73469387755102,20480,0.0,NOT OK
0.0,6.938775510204081,20480,0.0,NOT OK
0.0,7.142857142857143,20480,0.0,NOT OK
0.0,7.346938775510204,20480,0.0,NOT OK
0.0,7.551020408163265,20480,0.0,NOT OK
0.0,7.755102040816327,20480,0.0,NOT OK
0.0,7.959183673469388,20480,0.0,NOT OK
0.0,8.16326530612245,20480,0.0,NOT OK
0.0,8.36734693877551,20480,0.0,NOT OK
0.0,8.571428571428571,20480,0.0,NOT OK
0.0,8.775510204081632,20480,0.0,NOT OK
0.0,8.979591836734695,20480,0.0,NOT OK
0.0,9.183673469387756,20480,0.0,NOT OK
0.0,9.387755102040817,20480,0.0,NOT OK
0.0,9.591836734693878,20480,0.0,NOT OK
0.0,9.795918367346939,20480,0.0,NOT OK
0.0,10.0,20480,0.0,NOT OK
0.20408163265306123,0.0,648,0.0,NOT OK
0.20408163265306123,0.20408163265306123,33728,0.0,OK
0.20408163265306123,0.40816326530612246,33728,0.0,OK
0.20408163265306123,0.6122448979591837,33728,0.0,OK
0.20408163265306123,0.8163265306122449,33728,0.0,OK
0.20408163265306123,1.0204081632653061,33728,0.0,OK
0.20408163265306123,1.2244897959183674,33728,0.0,OK
0.20408163265306123,1.4285714285714286,33728,0.0,OK
0.20408163265306123,1.6326530612244898,33728,0.0,OK
0.20408163265306123,1.836734693877551,33728,0.0,OK
0.20408163265306123,2.0408163265306123,33728,0.0,OK
0.20408163265306123,2.2448979591836737,33728,0.0,OK
0.20408163265306123,2.4489795918367347,33728,0.0,OK
0.20408163265306123,2.6530612244897958,33728,0.0,OK
0.20408163265306123,2.857142857142857,33728,0.0,OK
0.20408163265306123,3.0612244897959187,33728,0.0,OK
0.20408163265306123,3.2653061224489797,33728,0.0,OK
0.20408163265306123,3.4693877551020407,33728,0.0,OK
0.20408163265306123,3.673469387755102,33728,0.0,OK
0.20408163265306123,3.8775510204081636,33728,0.0,OK
0.20408163265306123,4.081632653061225,35888,0.0,OK
0.20408163265306123,4.285714285714286,33728,0.0,OK
0.20408163265306123,4.4897959183673475,33728,0.0,OK
0.20408163265306123,4.6938775510204085,33728,0.0,OK
0.20408163265306123,4.8979591836734695,33728,0.0,OK
0.20408163265306123,5.1020408163265305,33728,0.0,OK
0.20408163265306123,5.3061224489795915,35888,0.0,OK
0.20408163265306123,5.510204081632653,33728,0.0,OK
0.20408163265306123,5.714285714285714,33728,0.0,OK
0.20408163265306123,5.918367346938775,35888,0.0,OK
0.20408163265306123,6.122448979591837,33728,0.0,OK
0.20408163265306123,6.326530612244898,33728,0.0,OK
0.20408163265306123,6.530612244897959,33728,0.0,OK
0.20408163265306123,6.73469387755102,33728,0.0,OK
0.20408163265306123,6.938775510204081,33728,0.0,OK
0.20408163265306123,7.142857142857143,33728,0.0,OK
0.20408163265306123,7.346938775510204,33728,0.0,OK
0.20408163265306123,7.551020408163265,33728,0.0,OK
0.20408163265306123,7.755102040816327,33728,0.0,OK
0.20408163265306123,7.959183673469388,33728,0.0,OK
0.20408163265306123,8.16326530612245,33728,0.0,OK
0.20408163265306123,8.36734693877551,33728,0.0,OK
0.20408163265306123,8.571428571428571,33728,0.0,OK
0.20408163265306123,8.775510204081632,33728,0.0,OK
0.20408163265306123,8.979591836734695,33728,0.0,OK
0.20408163265306123,9.183673469387756,33728,0.0,OK
0.20408163265306123,9.387755102040817,33728,0.0,OK
0.20408163265306123,9.591836734693878,33728,0.0,OK
0.20408163265306123,9.795918367346939,33728,0.0,OK
0.20408163265306123,10.0,33728,0.0,OK
0.40816326530612246,0.0,648,0.0,NOT OK
0.40816326530612246,0.20408163265306123,33728,0.0,OK
0.40816326530612246,0.40816326530612246,33728,0.0,OK
0.40816326530612246,0.6122448979591837,33728,0.0,OK
0.40816326530612246,0.8163265306122449,33728,0.0,OK
0.40816326530612246,1.0204081632653061,33728,0.0,OK
0.40816326530612246,1.2244897959183674,33728,0.0,OK
0.40816326530612246,1.4285714285714286,33728,0.0,OK
0.40816326530612246,1.6326530612244898,33728,0.0,OK
0.40816326530612246,1.836734693877551,33728,0.0,OK
0.40816326530612246,2.0408163265306123,33728,0.0,OK
0.40816326530612246,2.2448979591836737,33728,0.0,OK
0.40816326530612246,2.4489795918367347,33728,0.0,OK
0.40816326530612246,2.6530612244897958,35888,0.0,OK
0.40816326530612246,2.857142857142857,33728,0.0,OK
0.40816326530612246,3.0612244897959187,33728,0.0,OK
0.40816326530612246,3.2653061224489797,33728,0.0,OK
0.40816326530612246,3.4693877551020407,33728,0.0,OK
0.40816326530612246,3.673469387755102,33728,0.0,OK
0.40816326530612246,3.8775510204081636,33728,0.0,OK
0.40816326530612246,4.081632653061225,35888,0.0,OK
0.40816326530612246,4.285714285714286,33728,0.0,OK
0.40816326530612246,4.4897959183673475,33728,0.0,OK
0.40816326530612246,4.6938775510204085,33728,0.0,OK
0.40816326530612246,4.8979591836734695,33728,0.0,OK
0.40816326530612246,5.1020408163265305,33728,0.0,OK
0.40816326530612246,5.3061224489795915,35888,0.0,OK
0.40816326530612246,5.510204081632653,33728,0.0,OK
0.40816326530612246,5.714285714285714,33728,0.0,OK
0.40816326530612246,5.918367346938775,35888,0.0,OK
0.40816326530612246,6.122448979591837,33728,0.0,OK
0.40816326530612246,6.326530612244898,33728,0.0,OK
0.40816326530612246,6.530612244897959,33728,0.0,OK
0.40816326530612246,6.73469387755102,33728,0.0,OK
0.40816326530612246,6.938775510204081,33728,0.0,OK
0.40816326530612246,7.142857142857143,33728,0.0,OK
0.40816326530612246,7.346938775510204,33728,0.0,OK
0.40816326530612246,7.551020408163265,33728,0.0,OK
0.40816326530612246,7.755102040816327,33728,0.0,OK
0.40816326530612246,7.959183673469388,33728,0.0,OK
0.40816326530612246,8.16326530612245,33728,0.0,OK
0.40816326530612246,8.36734693877551,33728,0.0,OK
0.40816326530612246,8.571428571428571,33728,0.0,OK
0.40816326530612246,8.775510204081632,33728,0.0,OK
0.40816326530612246,8.979591836734695,33728,0.0,OK
0.40816326530612246,9.183673469387756,33728,0.0,OK
0.40816326530612246,9.387755102040817,33728,0.0,OK
0.40816326530612246,9.591836734693878,33728,0.0,OK
0.40816326530612246,9.795918367346939,33728,0.0,OK
0.40816326530612246,10.0,33728,0.0,OK
0.6122448979591837,0.0,33288,0.0,NOT OK
0.6122448979591837,0.20408163265306123,33728,0.0,OK
0.6122448979591837,0.40816326530612246,33728,0.0,OK
0.6122448979591837,0.6122448979591837,33728,0.0,OK
0.6122448979591837,0.8163265306122449,33728,0.0,OK
0.6122448979591837,1.0204081632653061,33728,0.0,OK
0.6122448979591837,1.2244897959183674,33728,0.0,OK
0.6122448979591837,1.4285714285714286,33728,0.0,OK
0.6122448979591837,1.6326530612244898,33728,0.0,OK
0.6122448979591837,1.836734693877551,33728,0.0,OK
0.6122448979591837,2.0408163265306123,33728,0.0,OK
0.6122448979591837,2.2448979591836737,33728,0.0,OK
0.6122448979591837,2.4489795918367347,33728,0.0,OK
0.6122448979591837,2.6530612244897958,35888,0.0,OK
0.6122448979591837,2.857142857142857,33728,0.0,OK
0.6122448979591837,3.0612244897959187,33728,0.0,OK
0.6122448979591837,3.2653061224489797,33728,0.0,OK
0.6122448979591837,3.4693877551020407,33728,0.0,OK
0.6122448979591837,3.673469387755102,33728,0.0,OK
0.6122448979591837,3.8775510204081636,33728,0.0,OK
0.6122448979591837,4.081632653061225,35888,0.0,OK
0.6122448979591837,4.285714285714286,33728,0.0,OK
0.6122448979591837,4.4897959183673475,33728,0.0,OK
0.6122448979591837,4.6938775510204085,33728,0.0,OK
0.6122448979591837,4.8979591836734695,33728,0.0,OK
0.6122448979591837,5.1020408163265305,33728,0.0,OK
0.6122448979591837,5.3061224489795915,35888,0.0,OK
0.6122448979591837,5.510204081632653,33728,0.0,OK
0.6122448979591837,5.714285714285714,33728,0.0,OK
0.6122448979591837,5.918367346938775,35888,0.0,OK
0.6122448979591837,6.122448979591837,33728,0.0,OK
0.6122448979591837,6.326530612244898,33728,0.0,OK
0.6122448979591837,6.530612244897959,33728,0.0,OK
0.6122448979591837,6.73469387755102,33728,0.0,OK
0.6122448979591837,6.938775510204081,33728,0.0,OK
0.6122448979591837,7.142857142857143,33728,0.0,OK
0.6122448979591837,7.346938775510204,33728,0.0,OK
0.6122448979591837,7.551020408163265,33728,0.0,OK
0.6122448979591837,7.755102040816327,33728,0.0,OK
0.6122448979591837,7.959183673469388,33728,0.0,OK
0.6122448979591837,8.16326530612245,33728,0.0,OK
0.6122448979591837,8.36734693877551,33728,0.0,OK
0.6122448979591837,8.571428571428571,33728,0.0,OK
0.6122448979591837,8.775510204081632,33728,0.0,OK
0.6122448979591837,8.979591836734695,33728,0.0,OK
0.6122448979591837,9.183673469387756,33728,0.0,OK
0.6122448979591837,9.387755102040817,33728,0.0,OK
0.6122448979591837,9.591836734693878,33728,0.0,OK
0.6122448979591837,9.795918367346939,33728,0.0,OK
0.6122448979591837,10.0,33728,0.0,OK
0.8163265306122449,0.0,648,0.0,NOT OK
0.8163265306122449,0.20408163265306123,33728,0.0,OK
0.8163265306122449,0.40816326530612246,33728,0.0,OK
0.8163265306122449,0.6122448979591837,33728,0.0,OK
0.8163265306122449,0.8163265306122449,33728,0.0,OK
0.8163265306122449,1.0204081632653061,33728,0.0,OK
